HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
St Etienne,Nantes,13,8,6,3,5,4,13,12,1,1,0,0,0,0,A
Troyes,Brest,15,8,4,2,9,0,16,10,4,1,1,0,0,1,D
Bordeaux,Marseille,6,18,2,6,3,9,13,7,1,1,0,0,0,1,A
Lens,Rennes,11,5,4,0,12,1,5,6,1,1,0,0,0,0,H
Brest,Nice,26,9,10,4,14,3,5,11,0,3,0,1,0,1,A
Clermont,Reims,12,7,7,2,6,2,13,24,1,3,1,0,0,0,D
Metz,Strasbourg,7,19,1,7,4,3,11,6,1,1,0,0,0,0,A
Nantes,Monaco,8,9,4,1,5,2,17,12,1,2,0,0,0,0,D
Lyon,Paris SG,11,15,4,3,2,7,18,13,2,2,0,0,1,0,D
Nice,Nantes,13,11,5,3,3,5,8,17,2,1,0,0,1,1,H
St Etienne,Lens,13,14,4,4,6,6,9,13,1,1,0,0,1,0,A
Paris SG,Brest,20,6,9,3,9,6,10,8,5,3,0,0,1,0,H
Rennes,Bordeaux,19,5,11,1,9,1,9,9,1,5,0,1,2,0,H
Lorient,Angers,14,5,4,0,6,1,12,9,3,1,0,1,0,0,D
Monaco,Clermont,20,6,10,1,6,1,9,10,0,1,0,0,1,0,H
Reims,Metz,14,17,2,5,11,4,14,16,4,4,0,0,0,0,A
Strasbourg,Montpellier,19,9,8,5,7,3,18,9,2,2,0,1,0,1,H
Troyes,Lyon,6,19,2,8,4,7,9,12,2,1,0,0,0,1,A
Marseille,Lille,22,5,7,4,15,2,11,11,1,5,0,1,0,1,D
Clermont,Strasbourg,7,15,1,5,6,4,8,11,2,0,0,0,0,1,A
Lille,Lorient,13,18,5,5,4,2,8,11,0,0,0,0,3,0,H
Montpellier,Troyes,11,13,2,5,5,4,12,10,5,1,1,0,0,0,A
Lyon,St Etienne,11,4,4,1,2,2,15,17,1,4,0,0,1,0,H
Brest,Lille,9,17,3,5,5,10,7,10,2,3,0,0,1,0,H
Lens,Marseille,9,10,3,7,8,5,7,6,3,2,0,0,0,1,A
Metz,Nice,8,7,1,6,3,4,14,6,3,1,0,0,0,0,A
Angers,Troyes,10,11,3,6,3,3,16,21,1,3,0,0,2,1,H
Bordeaux,Strasbourg,13,18,6,6,1,3,11,11,5,2,0,0,3,1,H
Clermont,Rennes,12,13,4,4,4,6,9,17,2,3,0,0,0,1,H
